Shape,Cut,Color,Clarity,Carat Weight,Length/Width Ratio,Depth %,Table %,Polish,Symmetry,Girdle,Culet,Length,Width,Height,Price,Type,Fluorescence
Round,Ideal,D,VS1,1.57,1.0,61.3,58.0,Excellent,Excellent,Medium,Pointed,7.46,7.49,4.58,1840,IGI Lab-Grown,
Pear,,E,VS1,1.04,1.61,60.0,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.28,5.77,3.46,1050,IGI Lab-Grown,
Cushion,Ideal,E,VVS2,2.03,1.01,66.8,63.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.43,7.33,4.9,3550,IGI Lab-Grown,
Oval,,E,VS1,1.09,1.46,63.3,58.0,Excellent,Excellent,Thin to Slightly Thick,Pointed,8.44,5.78,3.66,1060,IGI Lab-Grown,
Oval,,D,VS1,1.0,1.41,62.7,59.0,Excellent,Excellent,Medium to Thick,Pointed,7.95,5.65,3.54,1060,IGI Lab-Grown,
Pear,,E,VS1,1.09,1.62,59.3,63.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.33,5.77,3.42,1100,IGI Lab-Grown,
Pear,,E,VS1,1.07,1.58,63.4,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.93,5.65,3.58,1080,IGI Lab-Grown,
Oval,,E,VS1,1.1,1.44,62.8,59.0,Excellent,Excellent,Medium,Pointed,8.33,5.8,3.64,1070,IGI Lab-Grown,
Oval,,E,VS1,1.04,1.44,60.5,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.27,5.75,3.48,1020,IGI Lab-Grown,
Marquise,,E,VVS2,1.09,1.93,60.8,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.57,5.49,3.34,1280,IGI Lab-Grown,
Marquise,,D,VVS2,1.08,1.94,63.4,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.4,5.35,3.39,1390,IGI Lab-Grown,
Marquise,,E,VS1,1.08,1.94,63.0,62.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.44,5.38,3.39,1090,IGI Lab-Grown,
Marquise,,D,VS1,1.06,1.98,63.7,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.45,5.29,3.37,1160,IGI Lab-Grown,
Princess,Ideal,E,VVS2,1.0,1.0,71.1,67.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,5.44,5.43,3.86,1160,IGI Lab-Grown,
Heart,,D,VS1,1.59,1.11,52.3,62.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.52,8.32,4.35,2230,IGI Lab-Grown,
Round,Excellent,E,VS1,1.58,1.01,62.1,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.4,7.46,4.62,4050,IGI Lab-Grown,
Pear,,E,VS1,1.05,1.67,63.5,57.0,Excellent,Excellent,Medium to Thick,Pointed,9.2,5.5,3.49,1060,IGI Lab-Grown,
Marquise,,E,VS1,1.22,1.93,64.2,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.76,5.58,3.58,1210,IGI Lab-Grown,
Radiant,,F,VS1,1.19,1.46,67.9,64.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.55,5.17,3.51,1220,IGI Lab-Grown,
Princess,Ideal,E,VVS2,1.05,1.03,70.7,69.0,Excellent,Excellent,Medium,Pointed,5.78,5.59,3.95,1210,IGI Lab-Grown,
Heart,,F,VS1,1.59,1.12,60.0,59.0,Excellent,Excellent,Slightly Thick to Thick,Pointed,7.17,8.0,4.8,1130,IGI Lab-Grown,
Princess,Ideal,E,VS1,1.09,1.01,69.9,70.0,Excellent,Excellent,Medium,Pointed,5.7,5.64,3.94,1080,IGI Lab-Grown,
Pear,,D,VS1,1.02,1.56,62.7,61.0,Excellent,Excellent,Medium,Pointed,8.72,5.6,3.51,1110,IGI Lab-Grown,
Oval,,E,VS1,1.1,1.45,62.1,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.45,5.81,3.61,1070,IGI Lab-Grown,
Oval,,D,VS1,1.0,1.4,62.7,57.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.92,5.65,3.54,1060,IGI Lab-Grown,
Cushion,Ideal,D,VS1,2.08,1.01,66.7,62.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.4,7.36,4.91,3560,IGI Lab-Grown,
Oval,,E,VS1,1.09,1.48,62.6,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.52,5.75,3.6,1060,IGI Lab-Grown,
Radiant,,E,VS1,1.02,1.48,67.0,65.0,Excellent,Excellent,Slightly Thick,Pointed,7.39,5.0,3.35,1270,IGI Lab-Grown,
Marquise,,E,VS1,1.09,1.96,63.7,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.44,5.34,3.4,1100,IGI Lab-Grown,
Heart,,F,VVS1,2.25,1.15,58.7,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.98,9.16,5.38,6250,IGI Lab-Grown,
Princess,Ideal,F,VVS2,1.06,1.01,70.6,69.0,Excellent,Excellent,Medium,Pointed,5.69,5.61,3.96,1180,IGI Lab-Grown,
Marquise,,E,VVS2,1.08,2.02,62.4,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.83,5.37,3.35,1260,IGI Lab-Grown,
Oval,,D,VS1,1.01,1.48,60.5,57.0,Excellent,Excellent,Medium,Pointed,8.35,5.65,3.42,1080,IGI Lab-Grown,
Marquise,,D,VS1,1.02,2.0,64.2,60.0,Excellent,Excellent,Slightly Thick to Thick,Pointed,10.39,5.19,3.33,1110,IGI Lab-Grown,
Heart,,D,VS1,3.09,1.13,54.0,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.06,10.27,5.55,7120,IGI Lab-Grown,
Heart,,E,VS1,2.89,1.14,55.6,,,,,,,,,4780,IGI Lab-Grown,
Oval,,E,VS1,1.1,1.46,62.5,59.0,Excellent,Excellent,Thin to Medium,Pointed,8.5,5.84,3.65,1070,IGI Lab-Grown,
Oval,,E,VS1,1.05,1.43,63.0,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.19,5.73,3.61,1030,IGI Lab-Grown,
Radiant,,F,VS1,1.06,1.42,68.5,65.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.11,4.99,3.42,1090,IGI Lab-Grown,
Princess,Ideal,D,VS1,1.01,1.02,70.3,66.0,Excellent,Excellent,Medium,Pointed,5.54,5.43,3.82,1090,IGI Lab-Grown,
Marquise,,D,VVS2,1.09,1.99,63.5,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.69,5.37,3.41,1410,IGI Lab-Grown,
Princess,Ideal,E,VS1,1.24,1.0,72.6,69.0,Excellent,Excellent,Medium,Pointed,5.79,5.77,4.19,1210,IGI Lab-Grown,
Marquise,,D,VVS2,1.04,2.04,61.5,63.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.7,5.25,3.23,1330,IGI Lab-Grown,
Round,Ideal,D,VS1,1.57,1.0,60.9,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.47,7.5,4.56,1840,IGI Lab-Grown,
Marquise,,D,VS1,1.17,2.02,64.0,58.0,Excellent,Excellent,Thin to Medium,Pointed,10.98,5.44,3.48,1270,IGI Lab-Grown,
Marquise,,D,VVS2,1.09,1.98,63.4,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.58,5.35,3.39,1410,IGI Lab-Grown,
Marquise,,E,VS1,1.24,1.9,62.6,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.73,5.64,3.53,1230,IGI Lab-Grown,
Pear,,E,VS1,1.1,1.6,63.9,57.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.11,5.68,3.63,1100,IGI Lab-Grown,
Marquise,,F,VVS2,1.01,2.01,59.6,57.0,Excellent,Excellent,Medium,Pointed,10.66,5.3,3.16,1440,IGI Lab-Grown,
Cushion,Ideal,F,VS1,3.5,1.02,65.2,65.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.04,8.9,5.8,6220,IGI Lab-Grown,
Heart,,E,VVS1,1.02,1.05,57.4,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,6.57,6.9,3.96,1610,IGI Lab-Grown,
Heart,,E,VS1,1.45,1.13,54.5,58.0,Excellent,Excellent,Thin to Slightly Thick,Pointed,7.15,8.09,4.41,1800,IGI Lab-Grown,
Heart,,E,VVS2,1.82,1.16,53.0,63.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.59,8.83,4.68,3050,IGI Lab-Grown,
Round,Ideal,D,VS1,1.59,1.01,60.7,59.0,Excellent,Excellent,Medium,Pointed,7.5,7.56,4.57,1860,IGI Lab-Grown,
Cushion,Ideal,E,IF,1.27,1.02,67.7,62.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,6.28,6.17,4.18,3080,IGI Lab-Grown,
Radiant,,E,VVS2,1.1,1.47,66.9,62.0,Excellent,Excellent,Medium,Pointed,7.51,5.11,3.42,1250,IGI Lab-Grown,
Marquise,,D,VS1,1.03,1.99,64.0,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.47,5.25,3.36,1120,IGI Lab-Grown,
Heart,,D,IF,1.1,1.05,57.8,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,6.73,7.04,4.07,2490,IGI Lab-Grown,
Marquise,,D,VS1,1.03,1.98,63.4,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.38,5.25,3.33,1120,IGI Lab-Grown,
Pear,,D,VS1,1.03,1.65,61.5,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.24,5.61,3.45,1120,IGI Lab-Grown,
Heart,,D,VVS2,1.55,1.09,57.1,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.43,8.07,4.61,2620,IGI Lab-Grown,
Oval,,D,VS1,1.0,1.46,59.9,61.0,Excellent,Excellent,Medium,Pointed,8.32,5.71,3.42,1070,IGI Lab-Grown,
Cushion,Ideal,F,VS1,1.7,1.02,69.2,63.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,6.85,6.73,4.66,3010,IGI Lab-Grown,
Radiant,,F,VS1,1.01,1.45,67.8,64.0,Excellent,Excellent,Medium,Pointed,7.1,4.91,3.33,1050,IGI Lab-Grown,
Marquise,,E,VS1,1.08,2.05,63.7,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.88,5.32,3.39,1090,IGI Lab-Grown,
Marquise,,D,VS1,1.04,1.98,66.0,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.28,5.2,3.43,1140,IGI Lab-Grown,
Princess,Ideal,E,VVS2,1.03,1.03,70.8,67.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,5.6,5.45,3.86,1200,IGI Lab-Grown,
Oval,,E,VS1,1.04,1.52,62.8,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.47,5.59,3.51,1020,IGI Lab-Grown,
Oval,,E,VS1,1.06,1.46,60.7,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.5,5.83,3.54,1030,IGI Lab-Grown,
Oval,,E,VS1,1.11,1.43,62.8,61.0,Excellent,Excellent,Medium,Pointed,8.24,5.78,3.63,1080,IGI Lab-Grown,
Heart,,D,VS1,2.33,1.15,53.3,63.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.27,9.47,5.05,4110,IGI Lab-Grown,
Princess,Ideal,E,VVS2,1.0,1.03,74.3,71.0,Excellent,Excellent,Slightly Thick,Pointed,5.46,5.29,3.93,1160,IGI Lab-Grown,
Round,Ideal,D,VS1,1.58,1.01,60.9,58.0,Excellent,Excellent,Medium,Pointed,7.5,7.55,4.58,1850,IGI Lab-Grown,
Pear,,E,VS1,1.08,1.6,63.6,56.0,Excellent,Excellent,Medium,Pointed,9.07,5.66,3.6,1090,IGI Lab-Grown,
Marquise,,E,VS1,1.08,2.01,63.0,61.0,Excellent,Excellent,Slightly Thick to Thick,Pointed,10.5,5.22,3.29,1090,IGI Lab-Grown,
