Shape,Cut,Color,Clarity,Carat Weight,Length/Width Ratio,Depth %,Table %,Polish,Symmetry,Girdle,Culet,Length,Width,Height,Price,Type,Fluorescence
Heart,,H,VS1,1.0,1.2,60.2,61.0,Excellent,Excellent,Medium to Very Thick,,5.81,6.95,4.18,3240,GIA,
Radiant,,G,VS1,1.0,1.36,69.6,69.0,Excellent,Excellent,Thick to Very Thick,,6.85,5.02,3.49,3240,GIA,
Round,Ideal,E,VS1,1.59,1.0,61.1,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.48,7.5,4.58,1850,IGI Lab-Grown,
Pear,,G,VS1,1.0,1.53,60.7,62.0,Excellent,Very Good,Medium to Slightly Thick,,8.75,5.73,3.48,4130,GIA,
Heart,,G,VS1,1.08,1.07,57.5,62.0,Very Good,Very Good,Medium to Thick,,6.54,7.02,4.04,6370,GIA,
Oval,,E,VS1,1.08,1.48,61.6,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.57,5.81,3.58,1050,IGI Lab-Grown,
Round,Very Good,G,VS2,1.0,1.01,64.3,58.0,Excellent,Excellent,Thick,,6.18,6.23,3.99,3920,GIA,
Heart,,D,VS1,1.01,1.08,61.6,59.0,Excellent,Very Good,Slightly Thick to Thick,,6.23,6.75,4.16,4920,GIA,
Oval,,E,VS1,1.1,1.43,60.7,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.43,5.9,3.58,1070,IGI Lab-Grown,
Heart,,F,VS1,1.01,1.13,58.0,59.0,Excellent,Excellent,Medium to Thick,,6.24,7.08,4.11,1070,GIA,Medium
Heart,,D,VS1,1.2,1.21,60.1,63.0,Excellent,Very Good,Medium to Very Thick,,6.24,7.53,4.53,5530,GIA,Faint
Round,Excellent,H,VS2,1.02,1.0,61.9,58.0,Excellent,Excellent,Medium to Slightly Thick,,6.41,6.44,3.98,4150,GIA,
Round,Ideal,E,VS1,1.58,1.0,61.5,57.0,Excellent,Excellent,Medium,Pointed,7.49,7.51,4.61,1840,IGI Lab-Grown,
Round,Excellent,H,VS2,1.0,1.0,62.0,59.0,Excellent,Excellent,Slightly Thick,,6.36,6.39,3.95,4050,GIA,
Emerald,,H,VVS1,1.0,1.39,71.5,68.0,Excellent,Excellent,Very Thick,,6.44,4.64,3.31,2520,GIA,
Oval,,E,VS1,1.06,1.48,62.7,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.36,5.65,3.54,1030,IGI Lab-Grown,
Radiant,,F,VVS2,1.02,1.39,68.6,63.0,Excellent,Excellent,Medium,Pointed,6.99,5.03,3.45,1500,IGI Lab-Grown,
Radiant,,F,VS1,1.16,1.45,67.9,65.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.43,5.14,3.49,1190,IGI Lab-Grown,
Emerald,,H,VS2,1.0,1.3,72.1,64.0,Excellent,Excellent,Thick to Very Thick,,6.12,4.7,3.39,2330,GIA,
Marquise,,G,VS2,1.01,1.87,64.6,60.0,Excellent,Excellent,Slightly Thick to Thick,,9.65,5.16,3.33,5350,GIA,
Oval,,F,VS1,1.01,1.37,65.5,62.0,Excellent,Very Good,Thick to Very Thick,,7.61,5.56,3.64,4670,GIA,
Emerald,,H,VVS1,1.05,1.39,69.6,65.0,Excellent,Excellent,Thick,,6.7,4.83,3.36,2680,GIA,Faint
Radiant,,F,VVS1,1.01,1.27,70.0,70.0,Excellent,Very Good,Thick to Very Thick,,6.38,5.01,3.51,4540,GIA,
Pear,,E,VS2,1.01,1.7,59.3,58.0,Excellent,Very Good,Slightly Thick to Very Thick,,9.26,5.45,3.23,3200,GIA,Medium
Oval,,F,VS1,1.07,1.46,62.3,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.34,5.71,3.56,1070,IGI Lab-Grown,
Round,Excellent,H,VS1,1.0,1.0,63.0,55.0,Excellent,Excellent,Medium to Slightly Thick,,6.34,6.36,4.0,4060,GIA,Strong
Heart,,F,VS1,1.57,1.14,56.3,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.23,8.22,4.63,1920,IGI Lab-Grown,
Heart,,F,VS1,1.52,1.13,54.6,62.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.22,8.18,4.47,1860,IGI Lab-Grown,
Cushion,Ideal,E,VVS2,1.69,1.01,67.0,60.0,Excellent,Excellent,Thin to Medium,Pointed,6.95,6.9,4.62,3180,IGI Lab-Grown,
Round,Ideal,E,VS1,1.59,1.01,61.5,57.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.5,7.54,4.62,1850,IGI Lab-Grown,
Heart,,H,VS1,1.53,1.2,62.3,61.0,Excellent,Very Good,Thin to Thick,,6.62,7.95,4.95,8320,GIA,
Round,Very Good,H,VS1,1.0,1.01,64.7,57.0,Excellent,Very Good,Medium to Thick,,6.19,6.28,4.03,4150,GIA,
Princess,Ideal,G,VVS1,1.01,1.02,71.8,72.0,Excellent,Very Good,Thick,,5.62,5.52,3.97,3830,GIA,
Marquise,,E,VS1,1.16,2.13,60.4,60.0,Excellent,Excellent,Medium to Thick,Pointed,11.57,5.43,3.28,1160,IGI Lab-Grown,
Marquise,,F,VS1,1.16,1.86,63.3,59.0,Excellent,Excellent,Slightly Thick to Thick,,10.38,5.59,3.54,7050,GIA,
Pear,,H,VS1,1.12,1.66,60.1,56.0,Very Good,Very Good,Very Thin to Very Thick,,9.65,5.81,3.49,4270,GIA,Faint
Heart,,G,VS1,1.2,1.14,59.1,57.0,Excellent,Excellent,Slightly Thick to Thick,,6.39,7.26,4.29,5910,GIA,
Marquise,,D,VS1,1.09,1.99,62.9,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.69,5.37,3.38,1190,IGI Lab-Grown,
Oval,,G,VVS1,1.02,1.35,64.6,62.0,Excellent,Excellent,Thick,,7.53,5.57,3.6,5110,GIA,
Pear,,E,VS2,1.01,1.5,63.1,62.0,Excellent,Excellent,Slightly Thick to Thick,,8.46,5.65,3.56,4340,GIA,Faint
Radiant,,D,VS1,1.02,1.52,64.8,65.0,Excellent,Very Good,Thick to Very Thick,,7.37,4.85,3.14,4910,GIA,
Radiant,,H,VS1,1.0,1.33,67.9,65.0,Very Good,Very Good,Thick to Very Thick,,6.86,5.14,3.49,4440,GIA,Faint
Oval,,F,VVS2,1.0,1.39,64.9,60.0,Excellent,Very Good,Very Thick,,7.62,5.49,3.57,5240,GIA,
Heart,,F,VS2,1.01,1.1,54.1,60.0,Excellent,Very Good,Medium to Thick,,6.47,7.13,3.86,5420,GIA,
Oval,,F,VVS2,1.0,1.37,63.3,62.0,Excellent,Very Good,Thick to Very Thick,,7.67,5.58,3.54,4890,GIA,Faint
Marquise,,D,IF,1.31,2.06,63.2,58.0,Excellent,Excellent,Slightly Thick to Very Thick,,11.5,5.58,3.53,11530,GIA,
Radiant,,E,VS1,1.02,1.27,67.5,67.0,Excellent,Very Good,Thick,,6.41,5.03,3.4,3450,GIA,
Pear,,F,VS1,1.09,1.57,60.4,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.18,5.84,3.53,1080,IGI Lab-Grown,
Round,Very Good,H,VS2,1.0,1.02,64.5,58.0,Excellent,Very Good,Thin,,6.13,6.24,3.99,3300,GIA,Strong
Cushion,Ideal,D,VVS2,1.41,1.02,66.4,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,6.65,6.49,4.31,2590,IGI Lab-Grown,
Oval,,E,VS1,1.1,1.38,62.9,61.0,Excellent,Excellent,Medium to Thick,Pointed,7.97,5.79,3.64,1290,IGI Lab-Grown,
Round,Excellent,G,VS2,1.01,1.0,59.8,59.0,Very Good,Excellent,Medium to Slightly Thick,,6.48,6.5,3.88,4030,GIA,Faint
Heart,,E,VS1,9.38,1.12,54.9,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,13.29,14.88,8.17,23560,IGI Lab-Grown,
Emerald,,H,VS2,1.0,1.43,72.4,61.0,Excellent,Excellent,Thick to Extremely Thick,,6.5,4.56,3.3,2170,GIA,
Marquise,,G,IF,1.02,1.89,62.8,62.0,Excellent,Very Good,Thick to Very Thick,,9.95,5.26,3.3,5670,GIA,
Heart,,G,VS2,1.51,1.19,58.3,59.0,Excellent,Excellent,Slightly Thick to Very Thick,,6.75,8.06,4.7,7810,GIA,
Princess,Ideal,F,VVS1,1.0,1.03,74.9,72.0,Excellent,Excellent,Thick to Very Thick,,5.49,5.31,3.98,4230,GIA,
Princess,Ideal,G,VS1,1.01,1.01,72.3,71.0,Excellent,Excellent,Medium to Slightly Thick,,5.47,5.41,3.91,3530,GIA,
Emerald,,H,VS1,1.0,1.3,72.4,63.0,Very Good,Very Good,Thick to Very Thick,,6.16,4.74,3.43,2520,GIA,
Pear,,H,VVS2,1.01,1.56,64.0,64.0,Excellent,Excellent,Slightly Thick to Thick,,8.52,5.46,3.5,4390,GIA,
Radiant,,E,VVS2,1.01,1.29,68.5,63.0,Excellent,Excellent,Thick to Very Thick,,6.41,4.96,3.4,4640,GIA,
Marquise,,F,VS2,2.01,1.88,60.7,65.0,Excellent,Very Good,Medium to Thick,,12.75,6.79,4.12,24530,GIA,Faint
Princess,Ideal,E,VS2,1.02,1.02,72.4,73.0,Excellent,Very Good,Slightly Thick to Thick,,5.58,5.49,3.98,4150,GIA,
Heart,,H,VS2,1.0,1.15,56.1,62.0,Excellent,Excellent,Slightly Thick to Very Thick,,6.11,7.03,3.95,3430,GIA,
Heart,,E,VS1,1.58,1.11,55.3,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.34,8.18,4.52,2030,IGI Lab-Grown,
Heart,,D,VS1,2.77,1.14,53.1,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.88,10.15,5.39,5010,IGI Lab-Grown,
Princess,Ideal,G,VVS1,1.03,1.0,71.8,73.0,Very Good,Very Good,Slightly Thick to Thick,,5.6,5.59,4.02,3520,GIA,
Radiant,,F,VS1,1.11,1.45,67.9,65.0,Excellent,Excellent,Medium,,7.33,5.07,3.44,1140,IGI Lab-Grown,
Oval,,E,VS1,1.0,1.43,62.8,58.0,Excellent,Excellent,Slightly Thick to Thick,,7.94,5.55,3.49,1140,GIA,
Round,Excellent,H,VS2,1.0,1.01,62.9,57.0,Excellent,Excellent,Medium to Slightly Thick,,6.3,6.34,3.97,3750,GIA,
Pear,,E,VS1,1.1,1.61,63.6,57.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.2,5.72,3.64,1100,IGI Lab-Grown,
Marquise,,F,VS2,1.81,1.99,60.1,59.0,Excellent,Excellent,Slightly Thick to Very Thick,,12.6,6.33,3.81,19760,GIA,
Marquise,,D,VS1,1.56,2.01,61.2,60.0,Excellent,Very Good,Medium to Thick,,12.31,6.13,3.75,19460,GIA,
Radiant,,D,VVS2,1.0,1.26,71.3,68.0,Excellent,Very Good,Very Thick,,6.17,4.91,3.5,3390,GIA,Medium
Heart,,D,VVS2,1.03,1.14,58.2,58.0,Excellent,Very Good,Slightly Thick to Very Thick,,6.1,6.98,4.06,5000,GIA,Faint
Marquise,,E,VVS2,1.0,2.03,63.5,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.42,5.13,3.26,1180,IGI Lab-Grown,
Radiant,,G,VVS2,1.0,1.23,70.5,65.0,Very Good,Very Good,Very Thick,,6.04,4.93,3.47,4190,GIA,
Emerald,,G,VS2,1.01,1.36,71.3,67.0,Very Good,Excellent,Very Thick,,6.37,4.68,3.34,2890,GIA,
Oval,,H,VS1,1.05,1.35,63.9,60.0,Excellent,Very Good,Slightly Thick to Very Thick,,7.79,5.75,3.67,5150,GIA,
Marquise,,D,VS2,1.0,1.96,57.2,54.0,Very Good,Good,Thin to Extremely Thick,,10.36,5.29,3.02,5300,GIA,
Pear,,F,VS2,1.0,1.73,63.3,60.0,Very Good,Very Good,Slightly Thick to Very Thick,,9.25,5.35,3.39,3250,GIA,Medium
Cushion Modified,Very Good,G,VS2,1.0,1.14,71.3,58.0,Very Good,Good,Thick to Very Thick,,6.01,5.25,3.75,2140,GIA,Strong
Oval,,F,VVS2,1.01,1.42,62.3,58.0,Excellent,Very Good,Thick to Very Thick,,7.87,5.56,3.46,4800,GIA,Strong
Radiant,,E,VVS2,1.08,1.49,63.8,64.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.54,5.06,3.23,1240,IGI Lab-Grown,
Emerald,,H,VS1,1.05,1.45,66.6,68.0,Excellent,Excellent,Slightly Thick,,6.87,4.74,3.16,2900,GIA,Faint
Marquise,,E,VS1,1.37,1.96,63.6,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,11.34,5.79,3.68,1420,IGI Lab-Grown,
Princess,Ideal,D,VS1,1.07,1.01,70.3,69.0,Excellent,Excellent,Medium,Pointed,5.61,5.53,3.89,1150,IGI Lab-Grown,
Heart,,D,VS2,1.65,1.2,56.3,54.0,Excellent,Very Good,Thick to Extremely Thick,,6.84,8.24,4.64,9020,GIA,Faint
Radiant,,E,VVS2,1.0,1.26,68.3,67.0,Excellent,Excellent,Slightly Thick to Thick,,6.46,5.13,3.51,4950,GIA,
Radiant,,H,VS2,1.0,1.38,63.7,70.0,Excellent,Excellent,Slightly Thick to Thick,,7.08,5.14,3.27,2960,GIA,
Round,Very Good,H,VS1,1.0,1.0,62.4,57.0,Excellent,Excellent,Very Thin to Slightly Thick,,6.39,6.42,3.99,4150,GIA,
Heart,,H,VS2,1.01,1.13,55.3,59.0,Very Good,Excellent,Medium to Extremely Thick,,6.08,6.89,3.81,3490,GIA,Medium
Heart,,E,VS2,1.52,1.25,57.3,63.0,Excellent,Very Good,Thick to Extremely Thick,,6.26,7.84,4.49,8400,GIA,Strong
Marquise,,D,VVS2,1.01,2.0,62.3,59.0,Excellent,Excellent,Medium,Pointed,10.46,5.23,3.26,1370,IGI Lab-Grown,
Round,Ideal,D,VS1,1.55,1.0,62.1,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.36,7.39,4.58,1810,IGI Lab-Grown,
Princess,Ideal,F,VVS2,1.01,1.0,71.1,71.0,Excellent,Excellent,Slightly Thick to Thick,,5.64,5.63,4.0,3460,GIA,
Emerald,,H,VS1,1.0,1.31,71.5,69.0,Excellent,Excellent,Thick to Very Thick,,6.25,4.78,3.42,2480,GIA,
Pear,,D,VS1,1.01,1.5,65.0,56.0,Very Good,Very Good,Thick to Very Thick,,8.14,5.43,3.53,4730,GIA,
Marquise,,G,VS1,2.52,1.91,63.3,58.0,Excellent,Very Good,Thick to Very Thick,,13.45,7.05,4.46,32640,GIA,
Pear,,H,VS2,1.0,1.84,63.2,63.0,Excellent,Very Good,Slightly Thick to Very Thick,,9.6,5.22,3.3,3020,GIA,Faint
Marquise,,E,VVS2,1.04,1.94,63.3,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.31,5.31,3.36,1230,IGI Lab-Grown,
Emerald,,H,VS1,1.0,1.51,69.3,66.0,Excellent,Excellent,Slightly Thick to Thick,,6.93,4.58,3.17,2900,GIA,
Emerald,,H,VVS1,1.0,1.4,63.1,68.0,Excellent,Excellent,Thin to Slightly Thick,,6.87,4.9,3.09,2860,GIA,
Pear,,D,VS1,1.02,1.55,62.6,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.73,5.62,3.52,1110,IGI Lab-Grown,
Oval,,H,VS2,1.01,1.37,63.0,57.0,Very Good,Very Good,Thick to Extremely Thick,,7.74,5.65,3.56,4220,GIA,Faint
Radiant,,E,VS1,1.01,1.36,68.6,69.0,Excellent,Excellent,Very Thick,,6.79,4.99,3.42,4570,GIA,
Oval,,H,VS1,1.08,1.37,62.3,54.0,Excellent,Excellent,Thick to Very Thick,,7.84,5.73,3.57,4800,GIA,Medium
Round,Excellent,G,VS2,1.0,1.01,63.4,56.0,Excellent,Excellent,Medium to Slightly Thick,,6.29,6.35,4.01,4800,GIA,
Princess,Very Good,E,VS1,1.0,1.0,75.7,71.0,Very Good,Very Good,Medium to Slightly Thick,,5.46,5.44,4.12,4070,GIA,
Pear,,E,VVS2,1.01,1.58,59.3,61.0,Excellent,Very Good,Slightly Thick to Very Thick,,8.97,5.66,3.36,3970,GIA,Medium
Round,Excellent,H,VVS2,1.0,1.0,63.0,56.0,Excellent,Excellent,Medium,,6.35,6.38,4.01,4140,GIA,Faint
Heart,,E,VS1,1.01,1.19,60.2,60.0,Very Good,Very Good,Slightly Thick to Very Thick,,5.88,7.02,4.22,4080,GIA,Faint
Marquise,,D,IF,1.71,2.13,64.6,57.0,Excellent,Very Good,Slightly Thick to Very Thick,,12.76,5.98,3.87,18920,GIA,Strong
Heart,,G,VVS1,1.01,1.13,56.3,63.0,Excellent,Excellent,Medium to Very Thick,,6.29,7.08,3.99,5230,GIA,
Cushion Modified,Ideal,D,VVS1,1.0,1.03,65.1,61.0,Excellent,Excellent,Medium to Thick,Pointed,5.73,5.59,3.64,2420,IGI Lab-Grown,
Oval,,F,VS2,1.0,1.45,63.5,64.0,Excellent,Excellent,Medium to Thick,,7.98,5.52,3.51,4610,GIA,
Marquise,,D,IF,1.0,2.03,58.8,61.0,Excellent,Good,Slightly Thick to Thick,,10.56,5.21,3.07,6860,GIA,
Pear,,E,VS2,1.0,1.56,58.5,61.0,Excellent,Excellent,Slightly Thick to Very Thick,,8.71,5.6,3.28,4890,GIA,Faint
Marquise,,E,VS1,1.07,2.07,60.6,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,11.07,5.35,3.24,1080,IGI Lab-Grown,
Square Radiant,,G,VS2,1.0,1.0,73.0,71.0,Very Good,Very Good,Slightly Thick to Thick,,5.36,5.35,3.9,2840,GIA,Strong
Oval,,E,VS1,1.04,1.47,62.2,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.33,5.66,3.52,1020,IGI Lab-Grown,
Pear,,E,VS2,1.01,1.59,67.3,65.0,Excellent,Excellent,Medium to Very Thick,,8.58,5.39,3.63,3750,GIA,Faint
Radiant,,D,VS1,1.05,1.43,67.7,65.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.21,5.04,3.41,1170,IGI Lab-Grown,
Marquise,,E,VVS2,1.07,2.02,63.4,57.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.67,5.28,3.35,1250,IGI Lab-Grown,
Oval,,D,VS1,1.01,1.48,62.5,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.29,5.62,3.51,1080,IGI Lab-Grown,
Radiant,,H,VS2,1.02,1.17,71.6,69.0,Very Good,Very Good,Slightly Thick to Thick,,6.0,5.13,3.67,3230,GIA,Faint
Princess,Ideal,G,VS2,1.03,1.02,74.6,75.0,Excellent,Very Good,Medium to Slightly Thick,,5.61,5.48,4.09,2440,GIA,
Princess,Ideal,F,VS1,1.05,1.0,71.1,69.0,Excellent,Excellent,Medium,Pointed,5.6,5.6,3.98,1090,IGI Lab-Grown,
Radiant,,H,VS1,1.02,1.23,64.6,67.0,Very Good,Good,Slightly Thick to Extremely Thick,,6.59,5.37,3.47,3330,GIA,
Heart,,F,VS1,1.03,1.04,55.2,63.0,Excellent,Very Good,Slightly Thick to Very Thick,,6.64,6.89,3.8,6210,GIA,Faint
Marquise,,E,VS1,1.13,1.95,65.6,62.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.51,5.38,3.53,1130,IGI Lab-Grown,
Marquise,,E,VS1,2.2,1.94,62.9,59.0,Excellent,Excellent,Slightly Thick to Thick,,13.12,6.75,4.24,1130,GIA,
Pear,,D,VS2,1.0,1.5,59.9,61.0,Excellent,Very Good,Slightly Thick to Very Thick,,8.64,5.75,3.45,4460,GIA,
Cushion,Ideal,D,VVS2,2.0,1.02,62.4,62.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.58,7.44,4.64,6930,IGI Lab-Grown,
Cushion,Ideal,D,VS1,2.03,1.02,67.1,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.39,7.23,4.85,5150,IGI Lab-Grown,
Heart,,H,VS2,1.5,1.18,61.2,59.0,Very Good,Excellent,Slightly Thick to Very Thick,,6.74,7.92,4.85,6860,GIA,
Round,Excellent,H,VS1,1.0,1.01,62.9,56.0,Excellent,Excellent,Thin to Medium,,6.33,6.38,4.0,3750,GIA,Strong
Pear,,D,VVS2,1.01,1.62,61.0,60.0,Very Good,Good,Slightly Thick to Very Thick,,8.82,5.45,3.33,4160,GIA,Medium
Heart,,E,VS1,3.6,1.14,54.5,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.55,10.85,5.91,7880,IGI Lab-Grown,
Oval,,D,VS1,1.01,1.41,62.4,60.0,Excellent,Very Good,Medium to Slightly Thick,Pointed,7.96,5.66,3.53,1020,IGI Lab-Grown,
Marquise,,F,VS2,1.0,1.75,66.4,57.0,Excellent,Very Good,Slightly Thick to Very Thick,,9.13,5.23,3.47,4580,GIA,
Marquise,,E,VS1,1.07,1.99,63.5,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.59,5.31,3.37,1080,IGI Lab-Grown,
Princess,Ideal,G,VVS1,1.03,1.01,71.2,71.0,Excellent,Excellent,Medium to Slightly Thick,,5.7,5.62,4.0,4040,GIA,
Marquise,,E,VVS1,1.06,1.88,65.4,58.0,Good,Good,Medium to Very Thick,,9.94,5.29,3.46,8820,GIA,
Round,Very Good,H,VS2,1.02,1.0,63.6,59.0,Excellent,Excellent,Slightly Thick to Thick,,6.29,6.32,4.01,3970,GIA,Medium
Radiant,,E,VVS1,1.0,1.11,71.1,70.0,Excellent,Very Good,Thick,,5.76,5.21,3.7,5570,GIA,
Princess,Very Good,E,VS2,1.01,1.06,75.4,74.0,Excellent,Very Good,Slightly Thick to Very Thick,,5.7,5.36,4.04,4280,GIA,
Radiant,,D,VS1,1.01,1.25,70.7,67.0,Very Good,Very Good,Very Thick,,6.21,4.97,3.52,4350,GIA,
Radiant,,D,VVS2,1.01,1.28,72.2,65.0,Excellent,Excellent,Medium,Pointed,6.57,5.14,3.71,1270,IGI Lab-Grown,
Radiant,,E,VS1,1.0,1.3,66.9,67.0,Excellent,Excellent,Medium to Thick,,6.84,5.25,3.51,4400,GIA,
Marquise,,E,VS1,1.08,1.98,64.0,57.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.61,5.36,3.43,1090,IGI Lab-Grown,
Princess,Ideal,H,VVS1,1.01,1.0,72.1,75.0,Excellent,Very Good,Medium to Slightly Thick,,5.5,5.5,3.96,3260,GIA,
Oval,,D,VS1,1.01,1.47,60.4,61.0,Excellent,Excellent,Thin to Medium,Pointed,8.4,5.7,3.44,1080,IGI Lab-Grown,
Princess,Very Good,H,VVS2,1.01,1.04,76.3,72.0,Excellent,Very Good,Very Thick,,5.39,5.19,3.96,2740,GIA,
Round,Ideal,D,VS1,1.56,1.0,60.9,56.0,Excellent,Excellent,Thin to Medium,Pointed,7.5,7.52,4.57,1830,IGI Lab-Grown,
Pear,,F,VS1,1.0,1.52,65.2,60.0,Very Good,Good,Slightly Thick to Extremely Thick,,8.33,5.47,3.57,3470,GIA,Medium
Princess,Ideal,G,VVS1,1.09,1.0,72.7,69.0,Excellent,Excellent,Thick,,5.55,5.53,4.02,3640,GIA,
Marquise,,F,VVS2,1.0,2.11,60.4,56.0,Excellent,Good,Very Thick to Extremely Thick,,10.61,5.04,3.05,5740,GIA,Faint
Princess,Ideal,F,VVS2,1.06,1.01,71.5,68.0,Excellent,Very Good,Medium,Pointed,5.57,5.5,3.93,1190,IGI Lab-Grown,
Round,Excellent,H,VS2,1.04,1.01,62.6,58.0,Excellent,Excellent,Slightly Thick,,6.4,6.45,4.02,3300,GIA,Strong
Round,Very Good,H,VS1,1.0,1.01,63.9,59.0,Excellent,Very Good,Slightly Thick to Thick,,6.19,6.24,3.97,3410,GIA,
Pear,,G,VVS2,1.0,1.55,62.6,62.0,Excellent,Excellent,Slightly Thick to Thick,,8.61,5.56,3.48,4640,GIA,Faint
Princess,Ideal,H,VS2,1.01,1.01,71.2,74.0,Excellent,Excellent,Thin to Slightly Thick,,5.52,5.49,3.91,2620,GIA,Faint
Heart,,G,VS2,1.2,1.13,59.7,60.0,Excellent,Very Good,Slightly Thick to Thick,,6.55,7.37,4.4,5430,GIA,
Pear,,E,VS1,1.08,1.6,63.0,62.0,Excellent,Excellent,Slightly Thick to Thick,Pointed,9.09,5.68,3.58,1090,IGI Lab-Grown,
Princess,Ideal,E,VVS2,1.01,1.01,70.2,68.0,Excellent,Excellent,Medium,Pointed,5.51,5.44,3.82,1180,IGI Lab-Grown,
Cushion Modified,Very Good,H,VS2,1.01,1.1,68.3,67.0,Excellent,Very Good,Slightly Thick to Very Thick,,6.0,5.43,3.71,2330,GIA,Strong
Radiant,,E,VVS2,1.07,1.42,68.1,64.0,Excellent,Excellent,Medium,Pointed,7.17,5.04,3.43,1230,IGI Lab-Grown,
Heart,,F,VS1,4.06,1.13,54.3,62.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.99,11.29,6.13,7950,IGI Lab-Grown,
Oval,,D,VVS2,1.0,1.63,64.3,58.0,Excellent,Very Good,Slightly Thick to Thick,,8.56,5.24,3.37,5110,GIA,Faint
Round,Excellent,G,VS2,1.0,1.01,62.6,61.0,Excellent,Very Good,Medium to Slightly Thick,,6.3,6.38,3.97,4050,GIA,Faint
Radiant,,H,VS2,1.0,1.26,75.6,67.0,Very Good,Good,Very Thick to Extremely Thick,,6.02,4.78,3.61,3050,GIA,Faint
Marquise,,F,VS1,1.09,2.01,64.3,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.75,5.35,3.44,1080,IGI Lab-Grown,
Heart,,D,VVS2,1.5,1.23,68.1,55.0,Excellent,Very Good,Very Thick to Extremely Thick,,5.95,7.31,4.98,8430,GIA,Medium
Princess,Ideal,F,VVS2,1.01,1.04,72.4,73.0,Excellent,Very Good,Slightly Thick,,5.72,5.52,4.0,3730,GIA,
Marquise,,F,VS2,1.0,1.8,64.7,63.0,Excellent,Very Good,Slightly Thick to Extremely Thick,,9.47,5.27,3.41,4000,GIA,
Heart,,D,VVS2,1.25,1.12,57.8,64.0,Excellent,Excellent,Thin to Thick,,6.77,7.6,4.39,8520,GIA,
Radiant,,H,VS1,1.04,1.06,62.9,68.0,Very Good,Very Good,Medium to Slightly Thick,,6.15,5.8,3.65,3580,GIA,
Pear,,D,VS2,1.01,1.59,64.8,57.0,Excellent,Very Good,Thick to Very Thick,,8.72,5.5,3.56,4600,GIA,
Radiant,,F,IF,1.01,1.28,69.8,64.0,Excellent,Very Good,Medium to Slightly Thick,,6.55,5.12,3.57,4030,GIA,
Oval,,H,VS1,1.0,1.4,58.6,63.0,Excellent,Very Good,Slightly Thick to Very Thick,,7.89,5.63,3.3,3930,GIA,Strong
Radiant,,H,VVS2,1.26,1.3,69.3,65.0,Excellent,Excellent,Slightly Thick to Thick,,7.08,5.44,3.77,5330,GIA,Faint
Square Radiant,,H,VVS2,1.02,1.04,74.5,67.0,Excellent,Very Good,Very Thick,,5.41,5.21,3.88,3720,GIA,
Heart,,G,VS1,1.52,1.08,61.7,58.0,Excellent,Excellent,Thick to Very Thick,,6.98,7.56,4.67,10060,GIA,
Princess,Ideal,F,VS2,1.02,1.0,72.9,72.0,Excellent,Very Good,Thick to Very Thick,,5.4,5.4,3.94,4080,GIA,
Pear,,D,VS2,1.05,1.58,61.1,62.0,Excellent,Excellent,Medium to Slightly Thick,,8.96,5.67,3.46,4230,GIA,Faint
Emerald,,H,VVS1,1.03,1.23,67.9,63.0,Good,Very Good,Thick,Small,6.42,5.24,3.56,2860,GIA,
Marquise,,E,VS2,1.0,1.85,61.4,57.0,Excellent,Very Good,Thick to Very Thick,,9.72,5.24,3.22,5270,GIA,
